id,chr_name,genomic_start,genomic_end
bacutorostrata,20,175579.0,176414.0
bacutorostrata,4,27468565.0,27469231.0
bacutorostrata,6,488925.0,489775.0
bacutorostrata,7,38571548.0,38572360.0
bacutorostrata,11,86141069.0,86141668.0
bacutorostrata,10,53001388.0,53001983.0
bacutorostrata,X,133558429.0,133558997.0
bacutorostrata,1,131731911.0,131732810.0
bacutorostrata,7,18845189.0,18845592.0
bacutorostrata,X,68109871.0,68110372.0
bacutorostrata,8,90534743.0,90535395.0
bacutorostrata,10,53009427.0,53010037.0
bacutorostrata,16,260280.0,260934.0
bacutorostrata,X,75757183.0,75757766.0
bacutorostrata,10,52995907.0,52996697.0
bacutorostrata,10,53008562.0,53009140.0
bacutorostrata,9,81298143.0,81299263.0
bacutorostrata,16,261797.0,262523.0
bacutorostrata,10,52992559.0,52992970.0
bacutorostrata,6,487284.0,487855.0
bacutorostrata,X,63643746.0,63644133.0
bacutorostrata,21,20661848.0,20662155.0
bacutorostrata,12,26482479.0,26483282.0
bacutorostrata,10,32126248.0,32126486.0
bacutorostrata,4,27465398.0,27465901.0
bacutorostrata,5,5981545.0,5981947.0
bacutorostrata,6,481485.0,481966.0
bacutorostrata,21,20663958.0,20664360.0
bacutorostrata,13,241830.0,242317.0
bacutorostrata,3,2712016.0,2712298.0
bacutorostrata,2,60621424.0,60621917.0
bacutorostrata,9,21428673.0,21429075.0
bacutorostrata,4,27469304.0,27469702.0
bacutorostrata,1,39144616.0,39145308.0
bacutorostrata,1,116687292.0,116687692.0
bacutorostrata,1,173468982.0,173469307.0
bacutorostrata,X,133556704.0,133557085.0
bacutorostrata,10,52998448.0,52998895.0
bacutorostrata,8,93393670.0,93393914.0
bacutorostrata,16,261253.0,261677.0
bacutorostrata,3,30501997.0,30502378.0
bacutorostrata,13,56123061.0,56123455.0
bacutorostrata,10,67539475.0,67539795.0
bacutorostrata,3,19823749.0,19824051.0
bacutorostrata,7,18850664.0,18850926.0
bacutorostrata,11,12151563.0,12151828.0
bacutorostrata,12,26479156.0,26479660.0
bacutorostrata,3,132514649.0,132515045.0
bacutorostrata,8,93397255.0,93397483.0
bacutorostrata,4,104717573.0,104717886.0
bacutorostrata,19,61054405.0,61054678.0
bacutorostrata,17,70490607.0,70490872.0
bacutorostrata,15,82058039.0,82058307.0
bacutorostrata,4,27461906.0,27462185.0
bacutorostrata,21,28951135.0,28951458.0
bacutorostrata,19,51479914.0,51480129.0
bacutorostrata,19,51480467.0,51480734.0
bacutorostrata,2,60615002.0,60615216.0
bacutorostrata,3,30501253.0,30501587.0
bacutorostrata,19,66584404.0,66584606.0
bacutorostrata,5,55858269.0,55858618.0
bacutorostrata,10,53002459.0,53002694.0
bacutorostrata,16,53125499.0,53125762.0
bacutorostrata,16,50347575.0,50347870.0
bacutorostrata,11,17077482.0,17077749.0
bacutorostrata,7,18842147.0,18842489.0
bacutorostrata,X,64884206.0,64884375.0
bacutorostrata,X,133555956.0,133556301.0
bacutorostrata,2,49707446.0,49707685.0
bacutorostrata,19,51473181.0,51473396.0
bacutorostrata,3,82244778.0,82245081.0
bacutorostrata,9,81299517.0,81299911.0
bacutorostrata,3,30548815.0,30549034.0
bacutorostrata,16,50316663.0,50316883.0
bacutorostrata,18,47097442.0,47097833.0
bacutorostrata,2,60611323.0,60611715.0
bacutorostrata,14,87002407.0,87002565.0
bacutorostrata,19,51480882.0,51481083.0
bacutorostrata,2,60614368.0,60614663.0
bacutorostrata,13,35028609.0,35028816.0
bacutorostrata,10,53004215.0,53004492.0
bacutorostrata,20,10561685.0,10561832.0
bacutorostrata,6,481978.0,482174.0
bacutorostrata,,97300.0,97568.0
bacutorostrata,2,60612056.0,60612323.0
bacutorostrata,3,30496448.0,30496663.0
bacutorostrata,3,82244915.0,82245081.0
bacutorostrata,16,259274.0,259473.0
bacutorostrata,16,50303870.0,50304112.0
bacutorostrata,16,50303037.0,50303344.0
bacutorostrata,20,50519152.0,50519394.0
bacutorostrata,X,58575897.0,58576036.0
bacutorostrata,3,5032722.0,5032855.0
bacutorostrata,10,53000528.0,53000676.0
bacutorostrata,16,50317247.0,50317551.0
bacutorostrata,1,100578353.0,100578449.0
bacutorostrata,1,116687991.0,116688246.0
bacutorostrata,2,171924198.0,171924328.0
bacutorostrata,3,30506722.0,30506841.0
bacutorostrata,5,73359483.0,73359580.0
bacutorostrata,2,60618719.0,60618844.0
bacutorostrata,6,123359671.0,123359807.0
bacutorostrata,3,30505230.0,30505337.0
bacutorostrata,7,18858603.0,18858714.0
bacutorostrata,8,106949795.0,106949928.0
bacutorostrata,X,133559321.0,133559479.0
bacutorostrata,10,53000959.0,53001047.0
bacutorostrata,15,79060289.0,79060365.0
bacutorostrata,1,173468881.0,173468985.0
bacutorostrata,8,93393599.0,93393670.0
bacutorostrata,16,50302321.0,50302457.0
bacutorostrata,21,5863727.0,5864208.0
bacutorostrata,5,5981217.0,5981340.0
bacutorostrata,6,72542907.0,72543032.0
bacutorostrata,2,108574801.0,108574863.0
bacutorostrata,X,68106451.0,68106547.0
bacutorostrata,1,116688143.0,116688246.0
bacutorostrata,2,146608128.0,146608327.0
bacutorostrata,6,53752275.0,53752342.0
bacutorostrata,7,91804252.0,91804316.0
bacutorostrata,21,5864583.0,5864700.0
bacutorostrata,2,171924893.0,171924974.0
bacutorostrata,3,30505172.0,30505237.0
bacutorostrata,6,44660656.0,44660724.0
bacutorostrata,9,29593168.0,29593221.0
bacutorostrata,13,64547601.0,64557986.0
bacutorostrata,9,82231003.0,82238853.0
bacutorostrata,18,76294563.0,76301638.0
bacutorostrata,21,27603270.0,27609833.0
bacutorostrata,8,35404944.0,35411231.0
bacutorostrata,10,35576606.0,35583422.0
bacutorostrata,2,85148623.0,85154468.0
bacutorostrata,1,100572963.0,100578352.0
bacutorostrata,11,79364915.0,79370048.0
bacutorostrata,9,33928418.0,33933488.0
bacutorostrata,5,138117885.0,138122457.0
bacutorostrata,1,100573696.0,100578352.0
bacutorostrata,11,79365557.0,79370048.0
bacutorostrata,11,79042211.0,79046650.0
bacutorostrata,18,17599365.0,17601993.0
bacutorostrata,1,100581091.0,100584000.0
bacutorostrata,X,79430647.0,79433293.0
bacutorostrata,21,27606595.0,27609833.0
bacutorostrata,2,85151639.0,85154468.0
bacutorostrata,1,100578461.0,100580811.0
bacutorostrata,5,19943162.0,19946525.0
bacutorostrata,19,61556263.0,61559328.0
bacutorostrata,2,16448555.0,16450407.0
bacutorostrata,8,88426186.0,88428463.0
bacutorostrata,2,115889295.0,115891510.0
bacutorostrata,3,90175648.0,90177283.0
bacutorostrata,2,107285522.0,107287401.0
bacutorostrata,10,35584336.0,35586468.0
bacutorostrata,13,82590754.0,82592788.0
bacutorostrata,1,125999296.0,126001586.0
bacutorostrata,3,91410446.0,91412728.0
bacutorostrata,2,16437838.0,16439553.0
bacutorostrata,19,14731716.0,14734038.0
bacutorostrata,7,70762177.0,70763904.0
bacutorostrata,21,27572474.0,27574766.0
bacutorostrata,13,82598027.0,82600779.0
bacutorostrata,20,36678868.0,36681155.0
bacutorostrata,3,39901943.0,39903531.0
bacutorostrata,3,85463329.0,85465615.0
bacutorostrata,11,107220885.0,107223165.0
bacutorostrata,3,47390217.0,47391678.0
bacutorostrata,13,78169589.0,78171249.0
bacutorostrata,,287953.0,290235.0
bacutorostrata,1,126771416.0,126773696.0
bacutorostrata,2,85154646.0,85156109.0
bacutorostrata,1,125601414.0,125603693.0
bacutorostrata,1,125927921.0,125930200.0
bacutorostrata,10,10120550.0,10122694.0
bacutorostrata,16,19175073.0,19176789.0
bacutorostrata,,124504.0,126466.0
bacutorostrata,16,19171466.0,19173259.0
bacutorostrata,5,19946547.0,19948246.0
bacutorostrata,7,70764409.0,70765525.0
bacutorostrata,1,126001594.0,126003298.0
bacutorostrata,1,125676824.0,125678530.0
bacutorostrata,2,16447184.0,16448488.0
bacutorostrata,3,91412736.0,91414437.0
bacutorostrata,19,14740215.0,14741761.0
bacutorostrata,7,70766989.0,70768323.0
bacutorostrata,20,36681163.0,36682863.0
bacutorostrata,,126474.0,128176.0
bacutorostrata,1,125603816.0,125605417.0
bacutorostrata,1,125930323.0,125931924.0
bacutorostrata,3,85465623.0,85467329.0
bacutorostrata,,290243.0,291950.0
bacutorostrata,7,82992140.0,82993847.0
bacutorostrata,1,125675450.0,125676816.0
bacutorostrata,4,130551486.0,130552718.0
bacutorostrata,,122247.0,123535.0
bacutorostrata,12,1294286.0,1295725.0
bacutorostrata,11,107219263.0,107220545.0
bacutorostrata,20,36677251.0,36678534.0
bacutorostrata,6,357585.0,359085.0
bacutorostrata,21,27570847.0,27572163.0
bacutorostrata,1,126769804.0,126771085.0
bacutorostrata,21,27575328.0,27576503.0
bacutorostrata,13,82600765.0,82602073.0
bacutorostrata,3,85461716.0,85462993.0
bacutorostrata,10,10122780.0,10124234.0
bacutorostrata,12,1295748.0,1297141.0
bacutorostrata,8,117223775.0,117225009.0
bacutorostrata,20,64159999.0,64161212.0
bacutorostrata,6,353235.0,354641.0
bacutorostrata,X,27073261.0,27074200.0
bacutorostrata,3,77334205.0,77335197.0
bacutorostrata,13,82593550.0,82594703.0
bacutorostrata,1,125674203.0,125675140.0
bacutorostrata,3,77331415.0,77332112.0
bacutorostrata,13,64546605.0,64547251.0
bacutorostrata,1,126773819.0,126774769.0
bacutorostrata,4,7896659.0,7897652.0
bacutorostrata,6,351291.0,352394.0
bacutorostrata,7,70765521.0,70766168.0
bacutorostrata,1,125599620.0,125600496.0
bacutorostrata,1,125926127.0,125927003.0
bacutorostrata,6,354682.0,355608.0
bacutorostrata,19,14748881.0,14749840.0
bacutorostrata,X,79430197.0,79430632.0
bacutorostrata,3,77332247.0,77332799.0
bacutorostrata,3,77333147.0,77333832.0
bacutorostrata,19,14749927.0,14750776.0
bacutorostrata,3,91409399.0,91410103.0
bacutorostrata,19,14751951.0,14752804.0
bacutorostrata,12,1293494.0,1294209.0
bacutorostrata,13,78171907.0,78172689.0
bacutorostrata,19,14734361.0,14735040.0
bacutorostrata,16,19170337.0,19170992.0
bacutorostrata,16,19176979.0,19177618.0
bacutorostrata,19,61559623.0,61560343.0
bacutorostrata,16,19169346.0,19169972.0
bacutorostrata,13,82596467.0,82597105.0
bacutorostrata,13,82597392.0,82597995.0
bacutorostrata,8,34846508.0,34847057.0
bacutorostrata,8,28710309.0,28711034.0
bacutorostrata,16,19173266.0,19173729.0
bacutorostrata,12,1297561.0,1298082.0
bacutorostrata,20,50534736.0,50535234.0
bacutorostrata,13,82589944.0,82590402.0
bacutorostrata,5,19948369.0,19948821.0
bacutorostrata,5,138117280.0,138117687.0
bacutorostrata,7,115544062.0,115544627.0
bacutorostrata,5,11500516.0,11501173.0
bacutorostrata,4,113781804.0,113782219.0
bacutorostrata,19,14753390.0,14753872.0
bacutorostrata,16,19168896.0,19169266.0
bacutorostrata,21,27574774.0,27575286.0
bacutorostrata,3,77643068.0,77643454.0
bacutorostrata,6,352500.0,353210.0
bacutorostrata,20,31415737.0,31416185.0
bacutorostrata,3,91408974.0,91409367.0
bacutorostrata,9,46084440.0,46084762.0
bacutorostrata,10,35583714.0,35584111.0
bacutorostrata,7,70768578.0,70768968.0
bacutorostrata,4,130550832.0,130551131.0
bacutorostrata,2,16446859.0,16447141.0
bacutorostrata,19,483114.0,483584.0
bacutorostrata,9,22768691.0,22769467.0
bacutorostrata,7,44942782.0,44942980.0
bacutorostrata,6,45467091.0,45468002.0
bacutorostrata,3,47391680.0,47391922.0
bacutorostrata,6,349757.0,350209.0
bacutorostrata,19,14748616.0,14748848.0
bacutorostrata,3,123626996.0,123627348.0
bacutorostrata,2,107287447.0,107287652.0
bacutorostrata,11,57995177.0,57995426.0
bacutorostrata,4,40374246.0,40374642.0
bacutorostrata,X,27072872.0,27073077.0
bacutorostrata,14,27592395.0,27592636.0
bacutorostrata,14,15663828.0,15664083.0
bacutorostrata,12,11808509.0,11808704.0
bacutorostrata,19,30953954.0,30954124.0
bacutorostrata,12,86086066.0,86086310.0
bacutorostrata,7,32367776.0,32368116.0
bacutorostrata,2,49694546.0,49694703.0
bacutorostrata,2,169733961.0,169734429.0
bacutorostrata,3,105316441.0,105316643.0
bacutorostrata,13,82594711.0,82594882.0
bacutorostrata,13,82595544.0,82595782.0
bacutorostrata,5,195596.0,195786.0
bacutorostrata,X,130469.0,130659.0
bacutorostrata,4,130550609.0,130550792.0
bacutorostrata,1,172671014.0,172671333.0
bacutorostrata,19,61559345.0,61559543.0
bacutorostrata,19,14752810.0,14753060.0
bacutorostrata,11,107223192.0,107223450.0
bacutorostrata,19,14740061.0,14740200.0
bacutorostrata,19,14751212.0,14751547.0
bacutorostrata,14,88280941.0,88281156.0
bacutorostrata,20,30241947.0,30242171.0
bacutorostrata,20,50534184.0,50534409.0
bacutorostrata,11,12143618.0,12143777.0
bacutorostrata,5,19943031.0,19943147.0
bacutorostrata,6,350296.0,350505.0
bacutorostrata,X,123002624.0,123002723.0
bacutorostrata,13,57464098.0,57464208.0
bacutorostrata,12,1293112.0,1293311.0
bacutorostrata,6,45458301.0,45458745.0
bacutorostrata,16,19180509.0,19180707.0
bacutorostrata,13,82593119.0,82593244.0
bacutorostrata,9,12824450.0,12824543.0
bacutorostrata,11,11076834.0,11076935.0
bacutorostrata,18,76301529.0,76301638.0
bacutorostrata,15,49080024.0,49080078.0
bacutorostrata,2,16448488.0,16448567.0
bacutorostrata,2,117310803.0,117310930.0
bacutorostrata,2,117318186.0,117318313.0
bacutorostrata,12,75174555.0,75174669.0
bacutorostrata,20,50535872.0,50535965.0
bacutorostrata,3,31032364.0,31032421.0
bacutorostrata,5,70491299.0,70491362.0
bacutorostrata,10,88407803.0,88407866.0
bacutorostrata,3,120806418.0,120806743.0
bacutorostrata,6,357489.0,357562.0
bacutorostrata,18,51582348.0,51582448.0
bacutorostrata,3,120807023.0,120807116.0
bacutorostrata,10,86949149.0,86949222.0
bacutorostrata,8,35404493.0,35404583.0
bacutorostrata,4,93504599.0,93504668.0
bmusculus,8,29408194.0,29421945.0
bmusculus,14,28979694.0,28990184.0
bmusculus,3,11246346.0,11257113.0
bmusculus,7,111777630.0,111786458.0
bmusculus,3,65030658.0,65036894.0
bmusculus,10,27701766.0,27706946.0
bmusculus,3,44651119.0,44658884.0
